RMSSD,SDNN,condition
30.095600911631184,23.091992603850514,0
32.409139512599054,26.772156131721882,0
29.251667169564804,26.319901779106797,1
35.87063476140846,25.537028606022037,0
37.84087504665883,29.212266269659075,0
27.199945354713236,25.61974622843947,1
31.846516975283212,28.406983418189775,0
24.984998331542542,20.099617606678052,1
30.501470387876854,24.73453624602486,1
38.71684124257348,24.98645401898257,0
51.0773981047342,25.637344411255793,0
27.538856041398095,22.341390562579882,1
33.46358035338991,27.220762033551804,0
25.664250866916458,25.118999162742583,1
37.82450278938089,28.996827910278533,0
20.76714159112452,25.672349154302736,1
37.7280532886783,27.530635846010092,0
31.846966657734875,26.853837325627584,0
27.998411038235105,18.45655860926513,1
22.41040694890885,21.65798153468029,1
33.82472532885747,27.00835840843145,0
32.04406974631491,24.484000524136317,0
34.835531866379874,26.48075719752201,0
28.461249959998515,18.882018283141228,1
26.71986758322172,21.55879948499277,1
28.8199538450559,25.678424946175834,1
27.304742333693515,27.405459358581155,1
28.14472547858844,24.434457224588794,1
22.3301687433284,24.677074242405247,1
34.283500388200615,20.643790477879115,0
32.53969410196036,22.4670309400989,0
31.496854734318568,21.719258111354335,0
30.795508929222922,22.548410285658786,0
30.585459089384948,27.960447756072792,0
28.835552391051227,24.226562419275446,1
28.325386067196778,23.582307334208966,1
34.46505253599512,23.323203455904924,0
25.06278763220345,25.516135925169635,1
30.582742062143303,26.525698122864117,1
30.784059746086328,24.61683097577752,0
30.380567597571762,21.686042403360574,1
24.64525796163869,19.48547265368465,1
34.553243640253264,25.411048141703034,0
34.85635122233376,28.826734822226815,0
32.00604296277586,19.68286832052679,0
30.755870561385798,30.746856041456486,0
25.37499197156249,22.912606229650116,1
30.773075916438227,22.519068657761668,0
27.796114436955015,21.307447011146344,1
30.31259974633504,21.59506618484786,0
33.71479423773476,31.337395719990788,0
29.4259447528363,25.408040973420846,1
33.72152091373613,25.070805193267535,0
37.59577688428842,21.99095867576238,0
33.5767735626357,23.526396781619958,0
31.32440619289626,24.62178642234281,0
25.459430711719513,23.308865095760797,1
43.07218256785174,27.477482631810894,0
41.8758256470366,24.00574506318925,0
29.91744796591386,23.713233586646194,1
23.97894598995506,24.44194228815881,1
37.584510105506325,28.062228138164706,0
24.033207112497635,24.594599134480205,1
30.614384452558713,24.314342699945,0
23.103387407631,25.84726790675001,1
42.29452306518634,23.618839445985273,0
21.905500732885393,20.780102300722604,1
29.530988475774837,25.939291371135262,0
25.768900625857913,19.945394594424467,1
26.61941574177506,21.89537818685387,1
31.820816241586925,26.68420919156556,0
29.973886064104917,29.49844453489508,0
22.26979585038151,24.37220065687061,1
37.854113240749385,19.62619288400514,0
32.05235026956065,22.99054795306391,0
32.87664831677305,25.93562485397456,0
26.306636230084624,22.789313481367063,1
27.260642899691984,24.319813131666393,1
30.46629377671459,24.699389935850853,0
32.61005628554245,31.209782399109113,0
32.403059651068695,24.819184261190646,0
32.048202069092774,25.084793035666067,0
34.23415303299038,20.439976518913458,0
34.54184896589243,23.613470730676305,0
29.766002650489572,20.066095382497206,0
20.649459968491755,22.687953308987343,1
19.453115451167044,25.19735194116079,1
36.07199474458067,21.520991051999946,0
35.12917985306982,23.245007309428377,0
27.258073373221503,20.845661052709325,1
21.4160206294123,24.752845252439695,1
21.572086638688546,23.75403258991952,1
21.370884487224995,27.681981515255554,1
33.699139168616526,17.608827585117496,0
27.593382434507895,27.41168320137146,1
28.056902661801143,28.064660225547314,1
26.422197570399206,24.293532870231456,1
32.354241386625056,26.23522913436988,0
27.93966306262026,27.58461345868525,1
21.203238256648643,26.238838468357407,1
36.87558100453265,26.18904078242188,0
27.338323457458195,25.729916794219456,1
24.527001787634983,23.743260115415026,1
25.429825260740614,17.77979364522144,1
28.44193775183493,18.79560141667479,1
26.245711143874452,23.154210126712375,1
35.63582273873783,27.312938507859922,0
37.4003626048522,20.743119880087512,0
27.822167162748762,23.13702831552656,1
28.4454724654904,23.337195081898297,1
32.619435038590794,22.399082786453718,0
29.994385921567964,24.47526386817276,0
32.821682907198905,25.908146742560987,0
29.339682833355994,26.07697344590662,0
33.80230712080625,21.36948732950826,0
38.67758767986467,20.812220824853288,0
34.45152930495169,29.070389230530868,0
29.961034736596286,24.196028601045462,0
31.310383472658657,21.076772626655423,0
36.82276188382996,24.86946633033366,0
34.04945986134977,27.950700290364516,0
33.24434805026808,22.88996946905534,0
35.15384991062885,26.188043862406577,0
35.75903842527911,25.626113223529906,0
31.950587193875286,21.920515985810084,0
23.40161035792907,22.253505721321478,1
24.79072684677025,20.521709742204255,1
27.354486213582778,21.436125324873153,1
34.73874043138553,30.679373493536964,0
34.10749487133893,22.456394254977884,0
32.27137580749904,23.180970020779245,0
39.368408212702874,24.600156906757334,0
30.437762212096782,26.359927092723314,0
28.636644093688503,28.103811002066276,0
30.536835136707726,24.795010515743215,1
30.059983646913594,25.282968697121124,1
29.27740935464034,22.827070888799586,0
36.293342251329335,26.44539805298344,0
25.96058116406781,26.692942025948557,1
24.23404868882248,20.834949896884687,1
26.782010937218054,23.816728385443135,1
29.346451448683347,24.639384005194362,1
26.632225755202064,20.074143099638118,1
31.785197360115372,28.635125367485998,0
40.08912783685999,21.5655318773789,0
19.364642429657376,24.72254736497049,1
29.313558780245707,28.944779764105498,1
36.34704721692097,21.9307728834059,0
28.306141760223703,25.54045194680031,1
29.584591023787635,19.27279839843664,1
32.30792427218365,26.221508249465035,0
34.61136294334742,25.315164698679784,0
34.65224062393995,18.433953743823107,0
25.14130330600786,24.347427586367804,1
18.700524040954164,19.886683125548423,1
30.926061651960268,29.68302369889044,0
30.10421262930771,20.561232119899465,0
32.01237833264464,24.086025777976833,0
31.812419976893512,28.11705539058084,0
28.848607740510996,25.278189807007116,1
30.263430879406627,22.188586615903386,0
32.93368795634069,24.34509604386411,0
29.4405882717562,29.40638034749124,0
31.355173875996563,20.620474901639763,0
32.551528354761516,29.512136342694664,0
32.13485369931623,26.587278086168233,0
28.14769973076454,24.518090538472062,1
31.97646079290297,23.639940176864528,0
30.804589517389015,21.765773260943647,0
26.176042782145945,23.86879787305063,1
32.31824200400505,23.18021164548938,0
33.45782107142067,20.93894664338723,0
33.52593202074039,22.823839660528485,0
29.545944990866015,23.640085430519918,1
31.093620201418585,25.552020219542207,0
21.77287452744747,23.11491210729253,1
34.86137842869316,25.16940762531754,0
35.47969947991302,25.200291456252998,0
29.925818200682013,24.30105752644545,1
33.19496809670426,23.858255887850756,0
24.71836037150344,24.27850380165278,1
24.56919067161958,25.451784150553287,1
30.905405645116332,28.76367400530549,0
23.46168152411045,27.103210541270993,1
38.73625064154471,26.19832380976467,0
33.51704873862061,31.227946721368085,0
33.40147113550759,25.071488926715727,0
28.629007595864334,24.05972316380731,1
23.850854444649638,19.096213284165266,1
30.18445057271355,26.656440032708073,0
28.10470554719271,21.06095601242036,1
28.94987429905486,26.406523044174396,1
27.762428531797124,22.352652182712475,1
35.2807497677621,28.11340988668119,0
26.56580438030993,22.421696346304334,1
31.873960142042783,21.14719900594145,0
32.335398774718655,20.355893075251448,0
23.0049252365795,25.348585195044418,1
22.1015300066579,22.85107278760802,1
35.28515679925785,22.398884972549254,0
28.054931067412628,18.520013314369304,1
35.62821965098085,28.824548176113534,0
26.54377511922482,24.985019374314906,1
24.1955751760808,23.240160786421033,1
30.239904922325834,19.143982187165378,0
26.997413776485544,18.838687353465303,1
39.969653854937775,24.569967737499283,0
26.83958297245281,23.241843187539846,1
31.39558474394443,20.941463839916512,0
32.60583266433559,24.65970158143164,0
38.356733673313414,26.940434720169893,0
29.227916416224648,25.389231669919067,1
29.428050913965986,25.451715622958375,1
29.491730615416845,22.02259997196166,1
25.20232187454529,30.71836660567834,1
35.09280797446729,22.347053973284844,0
18.956782744865144,35.26133723681759,1
31.624655887096836,24.058297565950873,0
27.257060465601846,28.631052421552432,1
22.282313707310106,25.79100104710937,1
29.074245928405464,32.76479781368573,1
25.76971314185736,22.070343825251882,1
34.36285916836595,27.458918797024385,0
34.613370637769215,23.543455975016503,0
38.025041602008585,20.847741165423063,0
36.60481109392141,21.71078796552647,0
35.481869958771924,20.472756404677853,0
37.267528584344426,20.00680675184181,0
25.60996197820777,23.93987193010666,1
27.81027582582962,28.391956431190856,1
30.831675034619714,21.549777315111534,0
31.679969405879532,18.897916276901565,0
28.636122845654544,24.157002483724543,1
27.92145506662817,25.005853382126364,1
25.68321623230866,28.133350988900087,1
23.902156111064613,26.19656092166342,1
36.70225529821189,23.201169434047614,0
28.555317265489823,25.639474215692466,1
27.47086398808184,29.080355843607745,1
28.10524039116095,28.227847819001617,1
24.72018621669301,24.630682918669372,1
36.213855138404185,24.297432184324126,0
30.98894292383041,26.559342431482044,0
22.933410092329225,30.805324321376037,1
28.368391982661393,23.838207865903552,1
32.62532950000813,26.743426810083644,0
28.006821065689948,22.67872301069306,1
26.9958589612929,22.006100337564114,1
27.76897492188316,29.23471191486501,1
30.772359761734258,26.5551036675819,0
31.675443668433903,26.022718120390373,0
25.00243087459133,22.304339291370937,1
23.723064741578327,25.317038596218573,1
24.544677781469346,22.542267457025897,1
31.19839151145705,24.67182119781264,0
25.722150167046003,22.065655494071788,1
37.03836198458574,22.75555519890042,0
28.206484169677832,27.330776196416146,1
32.13561369733182,23.720429432026336,0
26.6274479436349,27.968534895243693,1
35.37525216762538,20.142851714886405,0
23.71400514969976,23.264943335078364,1
28.410961296106805,24.526709544882724,1
34.12792035072914,26.17175101481992,0
40.726884217486166,29.8252348461564,0
26.8700403074327,27.839012529597007,1
23.201127067688898,24.554619738886533,1
28.1299129348514,27.604260797191106,1
29.831016195615014,23.646661326184525,1
25.188349108906856,16.179415846064032,1
27.079963689778005,16.03560696076734,1
32.29993233613208,25.69011485354304,0
27.35758420745122,19.07291841850822,1
31.03183429418984,22.856467458692244,0
38.247699902936446,26.406768669392182,0
30.968299742029888,25.567099434559232,0
26.982976330898243,24.210450148513978,1
31.24167746698221,24.941730337674443,1
27.66952418868405,19.432343738672223,1
38.73405715131891,22.907077301542902,0
35.51124511921682,23.566796242516006,0
18.470501086494227,26.416632731041318,1
23.879440531997243,26.46162153470382,1
35.644870697107294,29.917436721887235,0
34.6763658037504,27.016793371921754,0
27.838406954933237,24.131177477812095,1
37.14148590078411,24.975556439105745,0
37.12695740407857,22.957968585964338,0
31.282733454772583,25.811359570367436,0
22.43576751193998,24.045073652634382,1
34.42166043822879,20.323588903496944,0
28.446662451364695,21.679139684832844,1
28.26084797413621,21.062793264754934,1
17.42529609490834,22.6191256716056,1
27.84076636641978,22.8734000622283,1
32.74468752181903,24.089099625661927,0
32.8534031547986,24.845501368061992,0
35.549902654869456,24.018296159895655,0
17.346661062428087,21.18823388950596,1
20.559935605227352,27.96854662728145,1
27.226237887581426,24.41123822595556,1
32.632759221378855,24.422219129575755,0
